344.11,109
344.34,110
344.58,112
344.81,110
345.04,112
345.28,112
345.51,111
345.74,113
345.98,115
346.21,114
346.44,113
346.68,114
346.91,115
347.14,114
347.38,112
347.61,113
347.84,111
348.08,111
348.31,113
348.54,114
348.78,113
349.01,113
349.24,112
349.48,113
349.71,115
349.94,114
350.18,112
350.41,113
350.64,110
350.88,112
351.11,114
351.34,113
351.57,113
351.81,116
352.04,120
352.27,116
352.51,116
352.74,115
352.97,114
353.21,116
353.44,114
353.67,114
353.91,117
354.14,117
354.37,117
354.6,118
354.84,117
355.07,116
355.3,116
355.54,117
355.77,116
356,115
356.23,118
356.47,117
356.7,116
356.93,114
357.17,116
357.4,119
357.63,116
357.87,112
358.1,114
358.33,116
358.56,117
358.8,114
359.03,114
359.26,119
359.49,121
359.73,120
359.96,122
360.19,121
360.43,120
360.66,118
360.89,119
361.12,118
361.36,116
361.59,116
361.82,116
362.05,116
362.29,116
362.52,116
362.75,120
362.99,117
363.22,118
363.45,115
363.68,117
363.92,115
364.15,114
364.38,114
364.61,114
364.85,119
365.08,119
365.31,118
365.54,116
365.78,118
366.01,118
366.24,118
366.47,117
366.71,115
366.94,116
367.17,121
367.4,119
367.64,119
367.87,122
368.1,122
368.33,120
368.57,118
368.8,118
369.03,117
369.26,120
369.49,119
369.73,118
369.96,114
370.19,113
370.42,111
370.66,113
370.89,115
371.12,116
371.35,115
371.59,114
371.82,116
372.05,121
372.28,119
372.51,118
372.75,120
372.98,121
373.21,119
373.44,121
373.68,118
373.91,115
374.14,116
374.37,116
374.6,116
374.84,115
375.07,120
375.3,121
375.53,122
375.76,121
376,119
376.23,117
376.46,117
376.69,118
376.92,116
377.16,116
377.39,118
377.62,118
377.85,116
378.08,117
378.32,117
378.55,116
378.78,117
379.01,118
379.24,115
379.48,115
379.71,116
379.94,116
380.17,114
380.4,118
380.64,117
380.87,120
381.1,118
381.33,116
381.56,115
381.79,114
382.03,113
382.26,114
382.49,114
382.72,113
382.95,115
383.19,119
383.42,119
383.65,122
383.88,121
384.11,123
384.34,119
384.58,116
384.81,118
385.04,118
385.27,119
385.5,120
385.73,122
