344.11,107
344.34,106
344.58,108
344.81,111
345.04,113
345.28,112
345.51,110
345.74,111
345.98,113
346.21,113
346.44,110
346.68,111
346.91,112
347.14,112
347.38,114
347.61,115
347.84,115
348.08,117
348.31,115
348.54,115
348.78,113
349.01,111
349.24,110
349.48,113
349.71,116
349.94,115
350.18,113
350.41,112
350.64,113
350.88,113
351.11,113
351.34,113
351.57,112
351.81,114
352.04,113
352.27,114
352.51,113
352.74,115
352.97,115
353.21,117
353.44,115
353.67,115
353.91,114
354.14,114
354.37,117
354.6,115
354.84,114
355.07,119
355.3,119
355.54,116
355.77,115
356,112
356.23,116
356.47,116
356.7,113
356.93,112
357.17,112
357.4,114
357.63,114
357.87,113
358.1,115
358.33,114
358.56,114
358.8,114
359.03,110
359.26,111
359.49,114
359.73,115
359.96,117
360.19,115
360.43,116
360.66,112
360.89,114
361.12,116
361.36,114
361.59,113
361.82,116
362.05,119
362.29,116
362.52,114
362.75,119
362.99,118
363.22,118
363.45,116
363.68,116
363.92,116
364.15,117
364.38,116
364.61,116
364.85,117
365.08,117
365.31,115
365.54,114
365.78,112
366.01,113
366.24,115
366.47,116
366.71,116
366.94,116
367.17,116
367.4,119
367.64,119
367.87,120
368.1,119
368.33,120
368.57,120
368.8,118
369.03,118
369.26,116
369.49,115
369.73,114
369.96,116
370.19,115
370.42,116
370.66,116
370.89,117
371.12,120
371.35,117
371.59,118
371.82,117
372.05,116
372.28,114
372.51,116
372.75,119
372.98,116
373.21,115
373.44,117
373.68,118
373.91,117
374.14,117
374.37,125
374.6,123
374.84,117
375.07,115
375.3,115
375.53,116
375.76,117
376,118
376.23,117
376.46,117
376.69,113
376.92,113
377.16,117
377.39,116
377.62,118
377.85,116
378.08,116
378.32,115
378.55,114
378.78,114
379.01,116
379.24,114
379.48,115
379.71,119
379.94,118
380.17,115
380.4,114
380.64,117
380.87,119
381.1,118
381.33,118
381.56,118
381.79,117
382.03,117
382.26,117
382.49,117
382.72,115
382.95,117
383.19,116
383.42,117
